t (s);T (°C)
10064,631904688;31,2971267924884
10074,631845417;31,2676419437442
10084,631713160;31,2477821159815
10094,631974914;31,2271294599802
10104,632238682;31,187138592933
10114,632174465;31,1624389264027
10124,631788264;31,141735568573
10134,631688074;31,0990322683757
10144,631911894;31,0674646105518
10154,631897729;31,0393011980913
10164,631619577;31,0152665618359
10174,631580435;30,9810544955821
10184,631729304;30,9464004350079
10194,632259181;30,9246389570059
10204,632112075;30,8839476468551
10214,632379976;30,8429290555347
10224,631920894;30,8190741689957
10234,632283816;30,7982510455951
10244,631359758;30,7766280305751
10254,632002698;30,7468397058731
10264,631769655;30,7204885994214
10274,631931494;30,705611378666
10284,632243261;30,673096379575
10294,631472169;30,6434946372885
10304,631697199;30,6090010578923
10314,632049355;30,5848656383936
10324,631785640;30,5552071926273
10334,631535047;30,5260094677575
10344,632055568;30,4918994797012
10354,632000212;30,4692185451648
10364,632019969;30,4314592776485
10374,631930841;30,4099474072353
10384,631886823;30,3921084710134
10394,631727915;30,3608609229556
10404,631732112;30,2870337909907
10414,632094411;30,2719318196095
10424,631463820;30,2773464702009
10434,631962320;30,2614421987897
10444,632350920;30,2010881465942
10454,631726625;30,1121993829436
10464,631277423;30,0562230315275
10474,632055304;30,1304686056234
10484,632182282;30,1072846817909
10494,631343357;30,0577716224757
10504,632454503;30,0558882909479
10514,631977749;30,047799271696
10524,632202073;30,0056260869831
10534,631831484;29,9864381757642
10544,632003972;29,9649808306053
10554,631511545;29,927525714265
10564,632339185;29,8947133323981
10574,632283909;29,8511003623332
10584,631725712;29,8174780258721
10594,632352579;29,8185062874458
10604,631690528;29,7994049559728
10614,632212538;29,7712264809246
10624,632041624;29,7364437144146
10634,631517780;29,7120026009892
10644,632298992;29,6677390774492
10654,632245276;29,6549255023235
10664,632260624;29,6264217411509
10674,631869038;29,5931319783421
10684,631703512;29,5737389520859
10694,632236041;29,5576422626728
10704,632345632;29,5367784316277
10714,631750287;29,509368857054
10724,632321990;29,4867069713504
10734,631859757;29,4632268631641
10744,632328572;29,4379061595333
10754,632286444;29,4169449673273
10764,631000379;29,385862372776
10774,631971347;29,3527799288243
10784,632003374;29,3316417480451
10794,631547454;29,3110982818666
10804,632101575;29,2797127868536
10814,632000749;29,2772594911087
10824,632058969;29,2487749460508
10834,632305233;29,2294723676465
10844,631976547;29,2063206894424
10854,631979902;29,1803173670603
10864,631776303;29,1465500124806
10874,632054742;29,1197715100482
10884,632040225;29,1048524198905
10894,631998749;29,0862584951941
10904,631927314;29,0660442244586
10914,631550920;29,0352155329282
10924,632018558;29,0166489371216
10934,631430242;28,9876294505413
10944,632103954;28,9646926092727
10954,631948708;28,924576170374
10964,632178495;28,8969637198745
10974,632379317;28,8707955923241
10984,631241184;28,8583263151348
10994,632211068;28,846869546385
11004,632316992;28,8274785361367
11014,632365948;28,8035934971855
11024,631711942;28,7882798289747
11034,631951960;28,761574704504
11044,632070009;28,7340325361948
11054,631496094;28,7152356902967
11064,631912200;28,6904651799389
11074,631953338;28,6729403914637
11084,632228503;28,646278216178
11094,631697701;28,6212763568246
11104,631500924;28,5987277339595
11114,631858169;28,5735560235179
11124,631766443;28,5440846124048
11134,631927741;28,5324970830516
11144,631644068;28,5109756491575
11154,631675417;28,4823981064389
11164,632231786;28,454230808178
11174,631993184;28,4307454753472
11184,632045604;28,3497845224021
11194,632301045;28,3255015196519
11204,631456517;28,3522109836107
11214,631964000;28,3480136900442
11224,631944508;28,3524551025378
11234,632351035;28,329596949117
11244,632028587;28,2976563396547
11254,632255156;28,2421458123956
11264,631929748;28,216724843486
11274,631858359;28,19978479888
11284,631780988;28,0286562968635
11294,631997634;28,0936349104566
11304,631953300;28,1258201060284
11314,632261981;28,1274728516514
11324,631990685;28,1129821754441
11334,632125402;28,0890305541423
11344,631732141;28,0522364675992
11354,632034891;28,0278644206937
11364,631766661;28,0104250629229
11374,631996444;27,9877764954853
11384,631973245;27,9770711443015
11394,632029060;27,9582267642928
11404,632250889;27,9367543706828
11414,632214735;27,9226696793554
11424,631368601;27,8998504455299
11434,632297468;27,8837131503983
11444,631659362;27,8512164719264
11454,632229259;27,8329434497764
11464,632079176;27,8137878594796
11474,631519108;27,7965443753107
11484,632257044;27,7650766509594
11494,631933000;27,7386635325996
11504,632156965;27,6904316935235
11514,632527941;27,6704621593711
11524,631549939;27,6738748611493
11534,632186936;27,6728599571451
11544,631709954;27,6550944794017
11554,631957977;27,6342767206399
11564,632039012;27,6118011571727
11574,631570062;27,5893702316081
11584,632210115;27,568609944691
11594,631281190;27,5522776209266
11604,631861263;27,5360287733776
11614,632425347;27,5180186445954
11624,631934449;27,5000926852853
11634,632053555;27,4877697348099
11644,631521676;27,4416080848027
11654,632019799;27,3906444119455
11664,631858935;27,3538126213548
11674,631592081;27,3329679618114
11684,631478235;27,3669193390387
11694,631983393;27,3674574145302
11704,631860563;27,3012993762275
11714,631889741;27,2732757702686
11724,632236924;27,2646547489225
11734,632002120;27,2616814718407
11744,632203320;27,2423551180867
11754,632222530;27,2189997418171
11764,632041748;27,1685845643456
11774,632601968;27,0977564472824
11784,632312201;27,0588235938332
11794,631920443;27,0695543394674
11804,631450692;27,0740117693605
11814,631612942;27,0954425419117
11824,632053198;27,0943339729418
11834,632411460;27,0878555958759
11844,632371732;27,0656502913171
11854,631593016;27,0481939695738
11864,632384294;27,0382342133607
11874,632449583;27,019709955435
11884,632280880;26,9964540109222
11894,632194183;26,9899309042231
11904,631973492;26,9591541205259
11914,632317802;26,9369974794884
11924,632247121;26,9208409320311
11934,631777448;26,9074021522072
11944,631931776;26,8959127569208
11954,632063109;26,8816931519229
11964,631623452;26,8695509094031
11974,631714795;26,8300182209241
11984,631986142;26,8143558848735
11994,632056495;26,8070987858581
12004,632222853;26,7960526879428
12014,631790219;26,7720257950783
12024,631745587;26,7485075576175
12034,631999957;26,7165898175257
12044,632274331;26,6745064060382
12054,631995713;26,6657601947127
12064,631761100;26,6591953610004
12074,632225485;26,6489357742743
12084,631693881;26,6312844064199
12094,631976276;26,6186669212543
12104,631433680;26,6021963913054
12114,631807082;26,5886703929145
12124,631668491;26,5727129550902
12134,632210898;26,5597771926468
12144,632053314;26,5394701459134
12154,631775735;26,517992424253
12164,632056155;26,4784987115892
12174,632006580;26,4783323782833
12184,631893010;26,4794786653071
12194,632236439;26,458852869356
12204,631896876;26,4428849727857
12214,632002314;26,4114424857872
12224,631808756;26,3764504965859
12234,631922199;26,3540702262486
12244,632317643;26,3390159643558
12254,632110095;26,3210621798225
12264,631754550;26,3101824142687
12274,631631006;26,2945552954354
12284,632274459;26,2680841577669
12294,632225921;26,2517215957141
12304,631938386;26,2397786138402
12314,631865852;26,2268322945399
12324,631679226;26,2045775908753
12334,632268239;26,190763376638
12344,631984464;26,1884937563153
12354,632334885;26,1665818277326
12364,631863509;26,1381672974053
12374,631929321;26,1266073319073
12384,632187321;26,1087017532255
12394,632017510;26,0863024032437
12404,632257878;26,0753377510503
12414,632209426;26,0643333487866
12424,631932151;26,0417330925729
12434,631627048;26,022531398511
12444,632378103;25,9232126850919
12454,632322331;25,9374945986422
12464,632019723;25,9157049054803
12474,631699273;25,9520971766123
12484,631929974;25,9624161992549
12494,632274827;25,9527327575218
12504,632237832;25,9386586503091
12514,632207984;25,9086186900234
12524,631877283;25,9038591215363
12534,631436724;25,8985690509258
12544,632226292;25,8808018542265
12554,632220003;25,8396100471222
12564,632203847;25,8053963906214
12574,631796825;25,8036084131978
12584,632284923;25,8245096830809
12594,632092152;25,8141988334583
12604,632037503;25,8000793900811
12614,631595978;25,7791473329903
12624,631826566;25,7624099920824
12634,632179269;25,7444317211903
12644,632050089;25,7288908179889
12654,631590024;25,7183023990723
12664,631447065;25,7013429823536
12674,631762210;25,6850091967321
12684,631577465;25,6745102716399
12694,631697820;25,6154323439388
12704,632025274;25,589171832897
12714,632225829;25,5905993156518
12724,631783487;25,6030147136259
12734,631588238;25,6031316141843
12744,632312074;25,600818255731
12754,632443008;25,5943033321846
12764,632311033;25,5788000603065
12774,632295146;25,5640541394756
12784,631973348;25,5384795613329
12794,632591627;25,4847867254677
12804,631844000;25,4805990111549
12814,631836449;25,4447397189323
12824,631976977;25,4238318215904
12834,632215582;25,4154317383295
12844,631908269;25,4058135593191
12854,632246025;25,4060878848299
12864,631955862;25,4066917813812
12874,631836769;25,4052372994049
12884,632249743;25,3996259070776
12894,631615795;25,3877311254494
12904,631544911;25,3725508890025
12914,631985091;25,3636632176133
12924,631440344;25,347641586846
12934,632030652;25,3240683874727
12944,631777030;25,3085336804494
12954,631670470;25,2908522131763
12964,632217964;25,2938771666716
12974,631963525;25,2915766515472
12984,632298140;25,2724306523352
12994,631487822;25,2437137770738
13004,632279546;25,236392816782
13014,632194333;25,2264588167817
13024,631459180;25,2194556797886
13034,632064068;25,2029129450081
13044,632290012;25,1872034647573
13054,631963011;25,1650306916459
13064,632108057;25,1515563336602
13074,632039153;25,1464707004446
13084,632320295;25,1329083015289
13094,631987489;25,120146963782
13104,632538722;25,1122679276436
13114,632469005;25,1069758889988
13124,631983336;25,0963660923981
13134,631409712;25,088770094846
13144,632092120;25,0753002312358
13154,631669579;25,0346428345698
13164,631567077;24,9966326422233
13174,631981610;24,9784432341523
13184,631746189;25,0017591644221
13194,632497799;24,9669393263457
13204,631603459;24,9716268464745
13214,631817149;24,9429648152798
13224,632266873;24,9420987252001
13234,632460635;24,9440827747196
13244,632347434;24,9327351353101
13254,631909271;24,9097491734566
13264,632019137;24,8674968931668
13274,632019038;24,8703317681026
13284,631483975;24,8713357269215
13294,632051935;24,7956800520249
13304,631880932;24,8344809051708
13314,631645961;24,8601288290325
13324,631777017;24,8605535245284
13334,632533097;24,8468112488156
13344,632166216;24,8126689286608
13354,631790362;24,7921426544567
13364,631999532;24,7907265786972
13374,631275737;24,7863384977856
13384,632041956;24,7692205112865
13394,631921209;24,7564846367675
13404,631996486;24,7406438288003
13414,632482785;24,7291913268215
13424,631998117;24,7157600639101
13434,632036468;24,6814198136568
13444,631752846;24,6534590095808
13454,631970244;24,652708626663
13464,632241663;24,6531342551466
13474,631913111;24,6482289896
13484,632296574;24,6425898780178
13494,632038064;24,63609222503
13504,631843575;24,6130955722294
13514,631762105;24,6019376015906
13524,631661657;24,5996804456798
13534,632282222;24,6003731033936
13544,631303820;24,5926326659319
13554,632241421;24,5725213859943
13564,632231049;24,5265088534923
13574,632169696;24,5193343161719
13584,632229360;24,521711864931
13594,632017044;24,5167917273595
13604,632246742;24,5080515297431
13614,632451457;24,5008650886134
13624,632081194;24,4863729160401
13634,632241942;24,4216088600425
13644,631735712;24,4269991263724
13654,632049492;24,4356928866083
13664,632027289;24,4371084996034
13674,632135101;24,4331877007338
13684,632306927;24,3890483179423
13694,631598775;24,3585205068208
13704,632205626;24,3562942962932
13714,632196496;24,3539333158717
13724,631788384;24,3554622320437
13734,631747282;24,3622049848365
13744,631893191;24,3422488925194
13754,631952115;24,2872484522478
13764,632180050;24,2837473405792
13774,632010000;24,303943170972
13784,632172960;24,3148877103329
13794,631924935;24,2973507166988
13804,631890921;24,2838814222012
13814,632197915;24,2739407312474
13824,632203923;24,2477114398737
13834,631606947;24,2510762920347
13844,632271971;24,2495538495614
13854,632222013;24,2463227540953
13864,632041065;24,2421305367334
13874,631895128;24,234120595703
13884,632234197;24,2121261000913
13894,631993280;24,1736142890537
13904,632098370;24,1549589124227
13914,631753473;24,1615458688182
13924,631829583;24,1695004151132
13934,631970701;24,1602935844572
13944,631986828;24,138428074746
13954,632068965;24,0762926124883
13964,631383115;24,0398253398174
13974,632229263;24,0403481284834
13984,632284424;24,0332865858385
13994,632080596;24,0214233392647
14004,632215773;24,0257621555458
14014,632305959;24,0451883428046
14024,631772156;24,0568901857703
14034,631270362;24,0611003334927
14044,632280562;24,059030442182
14054,632222778;24,0495285392861
14064,632443000;24,0340123024712
14074,631859234;24,02224286367
14084,632264467;24,0047966716779
14094,632001713;23,9637166144684
14104,632281960;23,90231616076
14114,632215217;23,8956102653949
14124,631391486;23,8864356344059
14134,632622745;23,880525505265
14144,631751027;23,8953016312009
14154,632086305;23,9153763907926
14164,632410589;23,9231425744791
14174,631630888;23,9229672386336
14184,632193181;23,9141393527541
14194,631810488;23,8999801228028
14204,632031795;23,8854211778621
14214,631586112;23,8782322117998
14224,631996428;23,8700293349044
14234,631981753;23,8685736955053
14244,631361087;23,8604167387754
14254,631737418;23,8499228846058
14264,632221754;23,83613176936
14274,631840100;23,823792175359
14284,631943448;23,8132202081382
14294,631626803;23,803175118655
14304,632306155;23,7887796241176
14314,631964519;23,7741104166428
14324,632339882;23,7505990286173
14334,631973255;23,7311496291993
14344,632255627;23,7183081056695
14354,631996007;23,7204654063108
14364,631967390;23,7243382837299
14374,632318608;23,7181003432429
14384,632242662;23,7115765973823
14394,632113121;23,7047158936874
14404,631676979;23,7033901372021
14414,632000218;23,6976734024959
14424,632206839;23,6836204645351
14434,631807840;23,6743373247238
14444,631681204;23,6651526682237
14454,632642917;23,64947112042
14464,631807000;23,6469285861195
14474,632265416;23,6416044187991
14484,631720180;23,6334251356337
14494,632010268;23,6260583715431
14504,632369682;23,6129850847456
14514,631937423;23,6028541707701
14524,632195470;23,5712734889216
14534,631745832;23,547575807408
14544,632327484;23,553150490795
14554,632049441;23,5509971704214
14564,632380681;23,5358505516609
14574,632344210;23,5245778028111
14584,631796021;23,5140038796246
14594,632012099;23,5124214179999
14604,632293444;23,5084325049518
14614,631751059;23,5037470544143
14624,631767927;23,4979875609504
14634,632206044;23,4924794529252
14644,632020414;23,4869722258125
14654,632179024;23,4817832443076
14664,631483881;23,471784723477
14674,631755962;23,4591304890467
14684,631563276;23,4147948408508
14694,632375806;23,3672782358793
14704,631758570;23,3331071217944
14714,631641545;23,3497816210748
14724,632267725;23,3735322431222
14734,632230119;23,3790350791137
14744,631690721;23,3725203146176
14754,632185514;23,371294682572
14764,631651512;23,3684152808682
14774,632191693;23,3599562484705
14784,632103067;23,3371541858933
14794,631915628;23,3326084376178
14804,631758369;23,3318460146247
14814,631721287;23,3249033020015
14824,631674379;23,3178370679224
14834,631948639;23,3081807751634
14844,631960069;23,2970707197194
14854,632101663;23,284826562931
14864,632016419;23,2755466450395
14874,631714336;23,2635746397767
14884,631961402;23,2606640084233
14894,631781625;23,244797514064
14904,632207991;23,2394942218297
14914,632034509;23,2359669150802
14924,631674171;23,2363619048372
14934,631989968;23,2147341200304
14944,631969907;23,2120217153957
14954,631560983;23,2053322143378
14964,632037185;23,2043962061901
14974,632613515;23,1997363152313
14984,632297981;23,1942461771567
14994,631775574;23,182327641646
15004,631936283;23,168063958249
15014,631756116;23,1580298144422
15024,632204061;23,1474629909096
15034,631672130;23,1366460388224
15044,631514309;23,1368551369612
15054,631676597;23,1286886717194
15064,632273990;23,101744143626
15074,631966497;23,0845598002828
15084,632246105;23,0847215594043
15094,631806821;23,0805175046174
15104,632212631;23,0796676477093
15114,632365542;23,0725952897398
15124,631989554;23,0658056189836
15134,631261664;23,061920028566
15144,631327861;23,0460004600478
15154,632209143;23,0377570414508
15164,631777525;23,0302464748049
15174,632073989;22,984656756359
15184,632278540;22,9776969676313
15194,631673183;22,9880877673799
15204,631971900;22,9918002323754
15214,632208700;22,987623327414
15224,631716585;22,9860341969317
15234,631786544;22,980630038074
15244,631628581;22,9734055503077
15254,631975690;22,9611461929886
15264,632235872;22,9558273235741
15274,631815133;22,9470910221575
15284,631930461;22,9413006595819
15294,631846859;22,9342027286214
15304,632047323;22,9172286132169
15314,632201855;22,9087477503288
15324,632220453;22,9074824054221
15334,631495122;22,901618301809
15344,631886844;22,8946053485111
15354,632396628;22,8863000924193
15364,631984479;22,8815883136069
15374,631849388;22,872988423922
15384,631978353;22,8661017015301
15394,632284374;22,8560491927833
15404,631901456;22,8543235632682
15414,631821591;22,8437273840052
15424,631931779;22,8242021812962
15434,631952020;22,8266118765507
15444,631458317;22,8259524740515
15454,631847657;22,8185202720973
15464,631756052;22,8109990079956
15474,631516496;22,8048870434637
15484,632283981;22,7961633451638
15494,632108520;22,7925740388499
15504,632320102;22,7801495936204
15514,631395738;22,770452243493
15524,631636410;22,7609707450218
15534,632235121;22,7514593838186
15544,631781885;22,7463097928965
15554,632001684;22,7392826099873
15564,632036526;22,7342676884352
15574,631753411;22,7266428501658
15584,632017331;22,7207650574404
15594,631556295;22,7123725186917
15604,631374295;22,7100996554632
15614,631963326;22,6990822552835
15624,631622401;22,6914782048412
15634,631947507;22,6822257110388
15644,632004649;22,6733916932702
15654,631827828;22,6643128127264
15664,632032038;22,6568066437238
15674,631808284;22,6495669911909
15684,631818561;22,642661510457
15694,632333865;22,6350332909695
15704,631865209;22,627530632355
15714,632347575;22,6246137528282
15724,631879979;22,6159009239535
15734,631718410;22,608021559797
15744,632017866;22,601832139106
15754,631465358;22,5943238215996
15764,631915869;22,588024630629
15774,631995410;22,5844923295382
15784,631758981;22,5782447281565
15794,631778575;22,5711178691217
15804,631680196;22,563696858722
15814,632211837;22,5534013962843
15824,632137508;22,5558031553736
15834,631532207;22,5413195700648
15844,632025922;22,5336080521187
15854,631785665;22,5236164276871
15864,631863428;22,5166878370043
15874,632367211;22,5126568708716
15884,631620026;22,5036445618368
15894,632023852;22,4987607846137
15904,632211702;22,4910551338157
15914,632230574;22,4855205428365
15924,632060467;22,4811807332937
15934,631726382;22,4726111700757
15944,632287309;22,4648119542111
15954,631822263;22,4524392597646
15964,631730233;22,4500525870258
15974,632413216;22,4469101679508
15984,632089224;22,4368248457527
15994,632389245;22,4307532369459
16004,632028289;22,4156861770805
16014,631792349;22,4082068535141
16024,632458418;22,4052816199736
16034,631638516;22,4025724741194
16044,631988620;22,3972617303921
16054,631937743;22,3916289572442
16064,632024881;22,3854543298581
16074,632195032;22,3822026569996
16084,632088201;22,3733210466281
16094,631854386;22,3679055900061
16104,632267580;22,3599954643217
16114,632303790;22,3506904351724
16124,631936018;22,3478724003173
16134,631466260;22,3410542646861
16144,631762509;22,3345592863407
16154,631842773;22,326206670599
16164,632092048;22,3207033719856
16174,632457334;22,312700068467
16184,632238638;22,3051198689648
16194,632238951;22,2958168870779
16204,632015278;22,2897532564415
16214,632015615;22,2826155759629
16224,631694966;22,2762327026432
16234,632607318;22,2671467860262
16244,631856694;22,2643369757929
16254,632076073;22,2574241249526
16264,631955465;22,2525590791313
16274,631529870;22,2489877755721
16284,632281275;22,2411026621091
16294,631808700;22,235975136635
16304,631556133;22,2253770550696
16314,632499566;22,2187256417361
16324,631968020;22,2123484510346
16334,632223477;22,2057605186014
16344,632123945;22,1976586439288
16354,632024422;22,193759861884
16364,632262906;22,1866470189469
16374,632223399;22,1718305754192
16384,631549906;22,1787719122162
16394,632069412;22,1724897073537
16404,631814932;22,1733031600499
16414,632354453;22,1619492345981
16424,632259854;22,1512560742021
16434,632238042;22,1380024214505
16444,632216345;22,1387996169145
16454,632473760;22,1325500367539
16464,632035291;22,1150950383965
16474,631825930;22,1107802343699
16484,632216670;22,1050743356143
16494,631444525;22,0968632659997
16504,632077471;22,0779736917705
16514,632104522;22,0818707481463
16524,632278671;22,0723752679729
16534,632056921;22,0562061519774
16544,632003264;22,037804504546
16554,631275706;22,0354210143598
16564,632051226;22,0259313580195
16574,631440848;22,0431875766474
16584,632194547;22,0275473155241
16594,631878340;22,0321666389786
16604,632050214;22,0350229246229
16614,632389169;22,0203504982728
16624,632265210;21,9977310003771
16634,632071330;21,9708862316407
16644,632047528;21,9659666028248
16654,632216800;21,9540977377625
16664,631732154;21,9412254213964
16674,631833575;21,9342496560319
16684,632184067;21,9363356879251
16694,631969635;21,9403260813532
16704,632127269;21,9483078666925
16714,632208972;21,9538866761285
16724,631617748;21,9564238922966
16734,632371577;21,9549695126281
16744,632612475;21,9540702650979
16754,631729446;21,9488629783256
16764,632512464;21,946298333793
16774,631944555;21,9390823547658
16784,632205698;21,931235736339
16794,631571906;21,9258677713348
16804,631484168;21,9142745817889
16814,632007480;21,9030446326911
16824,631826853;21,8953530003353
16834,631939277;21,8866460026271
16844,632314753;21,8809644082319
16854,631580289;21,8787962362587
16864,631995866;21,8749692919458
16874,631877498;21,8718835502111
16884,632024177;21,8669724295191
16894,631937905;21,8591325044955
16904,631446684;21,8555649177781
16914,632302497;21,859692330558
16924,631931366;21,8445859865178
16934,631981276;21,8378629071706
16944,632268227;21,8351961663962
16954,632253224;21,8310749396392
16964,632219262;21,8288582232771
16974,632310341;21,8227987165811
16984,631977463;21,8188479679612
16994,632426618;21,8102647320136
17004,631476823;21,8035505566712
17014,632205053;21,7999478982055
17024,631842328;21,7941292857072
17034,632177634;21,786863310833
17044,631846982;21,7806689757423
17054,632298358;21,7729175780427
17064,632045774;21,729399449757
17074,631923223;21,7126369804598
17084,632187702;21,7117987245497
17094,632144216;21,7174329128059
17104,632418758;21,7214079428554
17114,631732340;21,7252807836235
17124,631918946;21,7260797711116
17134,632056582;21,7253833005976
17144,631959249;21,7245435148767
17154,631929944;21,7100369672897
17164,631422672;21,7061233349866
17174,632334415;21,6860094437927
17184,632373193;21,6753439607809
17194,631379006;21,6743401585213
17204,631480837;21,6784138035013
17214,631468694;21,6867664179079
17224,631687574;21,6812523460568
17234,632277475;21,6780647144852
17244,631933409;21,6723905927422
17254,632318360;21,6666587540207
17264,631439345;21,661258446353
17274,631573345;21,6653189637664
17284,632307362;21,6517348708507
17294,631745411;21,645215376888
17304,632053475;21,6393743403899
17314,631926563;21,6244568317367
17324,631814672;21,6293277196048
17334,632248797;21,6269154320059
17344,632391944;21,6234997034594
17354,631976116;21,6178747773965
17364,631974303;21,614109457021
17374,632353505;21,6056231620512
17384,632175731;21,6044710148815
17394,632067974;21,5954336703839
17404,631281240;21,5901135226195
17414,632265509;21,5846928810839
17424,632402802;21,582334885198
17434,631555120;21,5779180566491
17444,631487447;21,573199968249
17454,632302784;21,5642172937775
17464,632366142;21,5588484978974
17474,631838521;21,5551347952339
17484,632043909;21,5470100885772
17494,632037313;21,5416928556207
17504,632229730;21,531210735036
17514,632064165;21,5053273339353
17524,631440617;21,505387832251
17534,632392070;21,5142524173049
17544,632031547;21,5147630449318
17554,631963035;21,5140529189251
17564,631753537;21,512257878602
17574,632002048;21,5062914763833
17584,631274580;21,5014282621412
17594,632264109;21,4881957881817
17604,632443658;21,4841381292659
17614,631661225;21,4782731184613
17624,632469792;21,4785709052214
17634,632368377;21,4750650991459
17644,631685978;21,4710523019594
17654,632076580;21,4678007553491
17664,631911199;21,4645497428335
17674,631639828;21,4588841653373
17684,631953463;21,4591251568804
17694,631592113;21,4510144198691
17704,631855768;21,4445582045991
17714,631920435;21,4378899882136
17724,631970111;21,4252432257454
17734,631581800;21,4242749863078
17744,631598494;21,4240778899613
17754,631926195;21,4238227494219
17764,631388912;21,4181181636039
17774,632010628;21,4146170307948
17784,631681360;21,4138108957909
17794,631636098;21,405000270653
17804,631934841;21,4003989071649
17814,632330592;21,3943428078496
17824,631654359;21,3901349101222
17834,632173124;21,3849844341163
17844,632443898;21,3773764311101
17854,632002686;21,3764714857568
17864,631438481;21,3707719446862
17874,632364272;21,3622601629763
17884,631893081;21,3484065212353
17894,632222890;21,3521957247794
17904,631988710;21,3465959703236
17914,632099535;21,3451404538512
17924,631669370;21,3408993390314
17934,631575208;21,3339085657691
17944,631512053;21,330451981306
17954,631893899;21,326597349244
17964,632285752;21,3239111037575
17974,631963616;21,3215501436724
17984,631399488;21,3176032864294
17994,631327362;21,3151122133865
18004,631667237;21,3111014574857
18014,631618121;21,3093547609298
18024,632284005;21,3070583031971
18034,631688904;21,3008164141875
18044,631919801;21,3002014820212
18054,631969705;21,2960623003295
18064,632319611;21,2839687229234
18074,632398525;21,2557490688161
18084,631998446;21,2542256798549
18094,631953370;21,2573297440208
